Transaction ID,Date,Time,Store ID,Product ID,Quantity Sold,Price per Unit,Total Sales,Discount,Payment Method,Customer ID,Net Sales,Unit Price,Total Discount,Average Discount %,High Value Transaction
T008291,2024-05-15,12:20 PM,S007,P00254,3,26382.62,79147.86,3563.66,Cash,C0089,75584.2,26382.62,10690.98,13.507604627591952,Normal
T002386,2023-10-02,06:07 PM,S002,P00203,5,90110.9,450554.5,134213.29,Debit Card,C0019,316341.20999999996,90110.9,671066.4500000001,148.94234770710315,High
T006263,2021-11-17,04:07 PM,S006,P00132,5,51252.85,256264.25,29815.78,Cash,C00543,226448.47,51252.85,149078.9,58.17389667111195,High
T008666,2022-06-15,10:35 AM,S006,P00253,2,81052.35,162104.7,26270.61,Debit Card,C00382,135834.09000000003,81052.35,52541.22,32.41190415823847,High
T002057,2023-08-07,06:30 PM,S006,P00117,1,54456.36,54456.36,8380.27,Credit Card,C0067,46076.09,54456.36,8380.27,15.388964668222407,Normal
T004053,2020-04-10,09:18 PM,S001,P00142,2,31266.66,62533.32,13309.54,Debit Card,C00394,49223.78,31266.66,26619.08,42.56783423621199,Normal
T008997,2020-07-18,06:15 PM,S008,P0091,5,72907.51,364537.55,55057.85,Debit Card,C00535,309479.7,72907.51,275289.25,75.51739182973057,High
T006050,2020-12-11,06:16 PM,S007,P00274,3,90346.17,271038.51,24596.07,Credit Card,C00338,246442.44,90346.17,73788.20999999999,27.224253114437502,High
T001211,2022-08-12,05:57 PM,S004,P0090,1,61348.65,61348.65,5455.3,Mobile Payment,C00104,55893.35,61348.65,5455.3,8.892290213395079,Normal
T001556,2022-06-19,04:34 PM,S007,P00181,3,90995.18,272985.54,21461.63,Cash,C00478,251523.90999999997,90995.18,64384.89,23.5854580429425,High
T001488,2024-04-26,03:01 PM,S007,P0027,4,67874.33,271497.32,50063.1,Credit Card,C00602,221434.22,67874.33,200252.4,73.75851813196535,High
T005358,2024-05-29,06:50 PM,S005,P00341,4,59204.85,236819.4,22113.93,Mobile Payment,C00334,214705.47,59204.85,88455.72,37.3515514353976,High
T006465,2022-04-14,04:21 PM,S004,P00201,4,65524.99,262099.96,51732.81,Cash,C00609,210367.15,65524.99,206931.24,78.95126729511901,High
T008106,2022-09-11,06:09 PM,S005,P00338,1,68058.81,68058.81,14128.89,Credit Card,C00459,53929.92,68058.81,14128.89,20.759825215868453,Normal
T005759,2021-03-05,01:07 PM,S004,P00302,4,31651.6,126606.4,11322.07,Cash,C00639,115284.32999999999,31651.6,45288.28,35.77092469259058,High
T006103,2024-06-14,07:47 PM,S004,P0038,5,60353.48,301767.4,12084.22,Credit Card,C00213,289683.18000000005,60353.48,60421.1,20.02240798707879,High
T004893,2022-05-08,12:41 PM,S004,P00161,1,34384.9,34384.9,689.75,Mobile Payment,C00557,33695.15,34384.9,689.75,2.005967735837533,Normal
T005422,2022-09-11,09:32 PM,S003,P00143,2,19135.32,38270.64,2956.96,Mobile Payment,C00630,35313.68,19135.32,5913.92,15.452890257387908,Normal
T007228,2022-12-20,07:46 PM,S007,P00372,1,39896.37,39896.37,11119.19,Mobile Payment,C00342,28777.18,39896.37,11119.19,27.870179667974803,Normal
T002450,2021-11-01,08:06 PM,S008,P00160,5,7343.85,36719.25,9020.38,Credit Card,C00645,27698.870000000003,7343.85,45101.899999999994,122.82903381741184,Normal
T0057,2023-08-01,04:09 PM,S008,P00133,3,29109.44,87328.32,23201.73,Mobile Payment,C00676,64126.59000000001,29109.440000000002,69605.19,79.70517467872965,Normal
T008470,2021-12-07,01:47 PM,S005,P00171,3,55514.48,166543.44,49124.34,Cash,C00141,117419.1,55514.48,147373.02,88.48923740256595,High
T006596,2021-01-11,10:13 AM,S005,P00342,1,69877.55,69877.55,3185.39,Debit Card,C0068,66692.16,69877.55,3185.39,4.558531316567338,Normal
T00312,2020-02-03,12:43 PM,S005,P00253,1,8649.13,8649.13,263.28,Debit Card,C00103,8385.849999999999,8649.13,263.28,3.0440055820643233,Normal
T007792,2023-10-05,01:19 PM,S002,P00349,4,50731.24,202924.96,22084.05,Debit Card,C0089,180840.91,50731.24,88336.2,43.531461087881944,High
T007820,2023-02-09,07:12 PM,S008,P0081,5,57750.29,288751.45,1829.27,Mobile Payment,C00271,286922.18,57750.29,9146.35,3.167551193249419,High
T004634,2020-06-06,11:06 AM,S003,P00245,5,25127.09,125635.45,23771.24,Credit Card,C00280,101864.20999999999,25127.09,118856.20000000001,94.60403094827137,High
T007580,2022-09-05,12:17 PM,S008,P00198,5,25996.55,129982.75,8872.55,Credit Card,C00303,121110.2,25996.55,44362.75,34.129721059140536,High
T007201,2020-02-21,11:12 AM,S003,P00368,3,3115.28,9345.84,2457.63,Debit Card,C00217,6888.21,3115.28,7372.89,78.88953801905446,Normal
T003452,2022-08-17,12:45 PM,S003,P00236,4,25868.6,103474.4,29663.6,Mobile Payment,C00545,73810.79999999999,25868.6,118654.4,114.67029526143664,High
T007680,2020-08-06,11:22 AM,S007,P00159,3,8263.2,24789.6,4512.4,Cash,C00235,20277.199999999997,8263.199999999999,13537.199999999999,54.608384161099806,Normal
T007171,2024-06-12,01:47 PM,S006,P00158,5,37740.96,188704.8,43469.87,Mobile Payment,C0059,145234.93,37740.96,217349.35,115.17955558099212,High
T006809,2021-02-23,11:36 AM,S006,P00332,5,75680.95,378404.75,78666.95,Cash,C00364,299737.8,75680.95,393334.75,103.9455107262792,High
T004247,2023-04-08,01:10 PM,S005,P00212,2,80153.1,160306.2,19382.13,Mobile Payment,C0020,140924.07,80153.1,38764.26,24.181385373741,High
T00664,2022-01-14,08:31 PM,S003,P0051,2,33471.34,66942.68,14559.63,Mobile Payment,C0049,52383.049999999996,33471.34,29119.26,43.49879628362653,Normal
T005687,2022-09-05,08:21 PM,S004,P00239,2,54506.54,109013.08,14715.58,Debit Card,C00141,94297.5,54506.54,29431.16,26.997824481245736,High
T004015,2022-02-07,03:01 PM,S003,P00126,3,19008.49,57025.47,13540.62,Credit Card,C00603,43484.85,19008.49,40621.86,71.23459043827258,Normal
T007589,2024-01-04,02:21 PM,S008,P00285,3,53685.88,161057.64,470.92,Credit Card,C0083,160586.72,53685.880000000005,1412.76,0.8771766430949814,High
T004845,2021-06-07,07:16 PM,S002,P00108,4,20806.82,83227.28,12203.25,Credit Card,C00665,71024.03,20806.82,48813.0,58.65024064225095,Normal
T006703,2024-06-08,05:22 PM,S006,P00300,3,32821.8,98465.4,8832.5,Cash,C00583,89632.9,32821.799999999996,26497.5,26.910468042581453,Normal
T002037,2023-06-28,08:06 PM,S003,P00327,2,13905.81,27811.62,3170.93,Credit Card,C00597,24640.69,13905.81,6341.86,22.80291475289825,Normal
T003365,2020-03-07,07:13 PM,S002,P00281,2,3554.25,7108.5,1476.04,Cash,C00481,5632.46,3554.25,2952.08,41.528873883379056,Normal
T001350,2022-10-14,03:23 PM,S001,P00368,3,96086.88,288260.64,54529.66,Credit Card,C00311,233730.98,96086.88,163588.98,56.750370081742695,High
T002780,2021-02-11,11:43 AM,S006,P00107,2,19688.93,39377.86,8985.66,Mobile Payment,C0072,30392.2,19688.93,17971.32,45.63813269690125,Normal
T002253,2023-05-21,09:48 PM,S003,P00353,1,37082.98,37082.98,9981.64,Cash,C00107,27101.340000000004,37082.98,9981.64,26.91703849043415,Normal
T007486,2023-12-21,01:59 PM,S007,P0079,1,93856.01,93856.01,26890.17,Debit Card,C00362,66965.84,93856.01,26890.17,28.650450834208698,Normal
T00241,2023-07-13,09:26 PM,S006,P00133,2,22826.2,45652.4,443.76,Debit Card,C00636,45208.64,22826.2,887.52,1.9440818007377487,Normal
T001549,2022-01-07,08:30 PM,S007,P00367,5,90007.93,450039.65,120713.65,Debit Card,C00136,329326.0,90007.93000000001,603568.25,134.11446080362032,High
T002571,2021-03-03,08:39 PM,S006,P00246,1,18314.02,18314.02,3633.31,Cash,C00289,14680.710000000001,18314.02,3633.31,19.838953981703632,Normal
T006180,2023-09-18,08:21 PM,S003,P00286,2,44991.87,89983.74,10063.04,Cash,C00248,79920.70000000001,44991.87,20126.08,22.36635196536619,Normal
T007746,2023-08-14,01:37 PM,S004,P00302,4,6203.48,24813.92,6446.06,Mobile Payment,C00637,18367.859999999997,6203.48,25784.24,103.9103857834635,Normal
T00695,2022-02-25,05:19 PM,S008,P00277,4,46144.8,184579.2,46289.59,Cash,C00454,138289.61000000002,46144.8,185158.36,100.31377316620723,High
T006640,2022-06-29,02:37 PM,S002,P00359,4,62200.06,248800.24,40917.64,Mobile Payment,C00279,207882.59999999998,62200.06,163670.56,65.78392368110256,High
T003841,2022-02-02,12:10 PM,S003,P00308,3,35021.56,105064.68,12614.74,Cash,C00430,92449.93999999999,35021.56,37844.22,36.01992601129133,High
T002741,2023-05-28,09:19 PM,S007,P00338,2,18883.93,37767.86,8986.97,Mobile Payment,C00113,28780.89,18883.93,17973.94,47.59057039503959,Normal
T008435,2022-09-20,07:51 PM,S006,P00378,4,79113.81,316455.24,91640.97,Cash,C00305,224814.27,79113.81,366563.88,115.83435306680339,High
T004943,2020-12-17,06:13 PM,S008,P00148,5,15287.17,76435.85,898.74,Mobile Payment,C00427,75537.11,15287.170000000002,4493.7,5.879047593504881,Normal
T002969,2023-11-02,09:54 PM,S002,P00206,3,36863.24,110589.72,8095.96,Credit Card,C00628,102493.76,36863.24,24287.88,21.962149827307638,High
T001736,2021-08-23,02:16 PM,S005,P00271,4,87424.31,349697.24,49917.47,Credit Card,C00493,299779.77,87424.31,199669.88,57.09792848236378,High
T00829,2023-06-03,09:11 PM,S002,P00279,1,38489.02,38489.02,6225.42,Cash,C00287,32263.6,38489.02,6225.42,16.17453497127233,Normal
T001072,2020-02-07,06:46 PM,S002,P0085,3,65657.8,196973.4,41057.37,Mobile Payment,C00369,155916.03,65657.8,123172.11000000002,62.53235716091614,High
T007632,2024-04-10,10:42 AM,S005,P00164,4,20734.57,82938.28,730.19,Debit Card,C00520,82208.09,20734.57,2920.76,3.521606669441421,Normal
T006809,2023-12-30,04:25 PM,S001,P00115,4,5474.29,21897.16,3617.55,Cash,C0092,18279.61,5474.29,14470.2,66.08254221095339,Normal
T007971,2021-09-16,01:30 PM,S003,P00237,1,84076.03,84076.03,18534.5,Mobile Payment,C00104,65541.53,84076.03,18534.5,22.044927668444856,Normal
T001995,2024-04-05,10:09 AM,S001,P00162,5,40163.27,200816.35,20271.95,Debit Card,C00536,180544.4,40163.270000000004,101359.75,50.473853349092344,High
T004435,2020-04-11,02:04 PM,S005,P00121,5,97025.16,485125.8,41286.89,Debit Card,C00532,443838.91,97025.16,206434.45,42.55276672566167,High
T004359,2020-04-26,06:27 PM,S007,P0096,3,94946.85,284840.55,54036.98,Mobile Payment,C003,230803.56999999998,94946.84999999999,162110.94,56.912872833590576,High
T002807,2022-07-14,06:43 PM,S006,P00343,5,65207.01,326035.05,68293.63,Mobile Payment,C00621,257741.41999999998,65207.009999999995,341468.15,104.73357082313697,High
T006036,2022-04-14,03:10 PM,S008,P0033,3,83211.84,249635.52,21469.27,Mobile Payment,C00145,228166.25,83211.84,64407.81,25.80073941400647,High
T007553,2022-09-11,09:52 PM,S003,P00355,2,51557.02,103114.04,30657.88,Credit Card,C00486,72456.15999999999,51557.02,61315.76,59.46402643131818,High
T003101,2022-04-20,05:42 PM,S008,P0019,5,1676.39,8381.95,1080.52,Mobile Payment,C00225,7301.43,1676.39,5402.6,64.45516854669856,Normal
T004993,2022-11-27,04:42 PM,S005,P00348,2,37962.12,75924.24,12045.92,Debit Card,C00125,63878.32000000001,37962.12,24091.84,31.731420689887706,Normal
T006829,2022-12-30,08:46 PM,S007,P00197,5,37422.06,187110.3,21716.38,Debit Card,C00496,165393.91999999998,37422.06,108581.90000000001,58.03095821021077,High
T001443,2020-03-13,07:14 PM,S008,P00252,5,86639.33,433196.65,67849.01,Credit Card,C00588,365347.64,86639.33,339245.05,78.31202064928249,High
T003602,2021-09-06,11:34 AM,S005,P00284,4,26142.42,104569.68,28619.17,Cash,C00218,75950.51,26142.42,114476.68,109.47406552262568,High
T001665,2023-05-09,06:15 PM,S003,P00174,5,34382.96,171914.8,5028.93,Mobile Payment,C00249,166885.87,34382.96,25144.65,14.626227642995252,High
T008870,2023-01-16,09:23 PM,S002,P00212,5,49097.21,245486.05,51698.0,Debit Card,C00300,193788.05,49097.21,258490.0,105.29722564683411,High
T002682,2023-12-23,10:55 AM,S003,P0040,5,71497.83,357489.15,7121.1,Debit Card,C00615,350368.05000000005,71497.83,35605.5,9.959882698537845,High
T008312,2022-07-15,04:12 PM,S001,P0054,5,55493.93,277469.65,73955.29,Debit Card,C00566,203514.36000000004,55493.93000000001,369776.44999999995,133.2673501408172,High
T00515,2022-06-28,09:11 PM,S003,P0023,4,51035.62,204142.48,8901.53,Cash,C00236,195240.95,51035.62,35606.12,17.441798492895746,High
T003740,2020-08-14,02:52 PM,S001,P00245,3,61691.39,185074.17,53117.65,Mobile Payment,C00326,131956.52000000002,61691.39000000001,159352.95,86.1022097248903,High
T005120,2020-02-20,08:11 PM,S002,P00182,1,10344.41,10344.41,2802.36,Cash,C00521,7542.049999999999,10344.41,2802.36,27.090573556152552,Normal
T005381,2024-04-19,03:46 PM,S003,P00123,5,90279.51,451397.55,45748.54,Mobile Payment,C00584,405649.01,90279.51,228742.7,50.67433352263432,High
T004203,2022-10-25,10:24 AM,S004,P00324,3,63951.82,191855.46,44224.33,Debit Card,C0069,147631.13,63951.82,132672.99,69.15257454752656,High
T006952,2022-06-20,11:31 AM,S007,P00324,3,91894.31,275682.93,19189.28,Mobile Payment,C00341,256493.65,91894.31,57567.84,20.881902263589552,High
T003041,2024-05-12,12:02 PM,S007,P00226,5,26081.94,130409.7,666.57,Debit Card,C00359,129743.12999999999,26081.94,3332.8500000000004,2.555676456582601,High
T004821,2020-07-26,09:35 PM,S001,P00117,5,24794.55,123972.75,7575.04,Cash,C0048,116397.71,24794.55,37875.2,30.551230008207447,High
T004174,2020-02-22,05:14 PM,S004,P00148,4,17528.74,70114.96,7459.98,Debit Card,C00164,62654.98000000001,17528.74,29839.92,42.55856382147262,Normal
T007807,2021-05-06,06:45 PM,S005,P00113,3,51974.38,155923.14,39114.4,Credit Card,C00404,116808.74000000002,51974.380000000005,117343.20000000001,75.2570785837176,High
T006871,2021-02-14,01:57 PM,S007,P00282,1,26021.17,26021.17,5955.59,Credit Card,C00392,20065.579999999998,26021.17,5955.59,22.887479694418047,Normal
T002889,2024-03-15,04:29 PM,S004,P00371,5,79210.01,396050.05,105191.54,Credit Card,C00653,290858.51,79210.01,525957.7,132.80081646246478,High
T006892,2021-01-25,06:41 PM,S004,P0032,2,83655.64,167311.28,3782.28,Mobile Payment,C00672,163529.0,83655.64,7564.56,4.521249254682649,High
T001339,2020-05-26,10:12 AM,S004,P00372,3,2071.32,6213.96,1517.9,Debit Card,C00161,4696.0599999999995,2071.32,4553.700000000001,73.28177201011916,Normal
T008054,2023-10-20,11:10 AM,S007,P00332,2,11053.3,22106.6,4398.07,Mobile Payment,C00126,17708.53,11053.3,8796.14,39.78965557797219,Normal
T006412,2020-01-16,09:32 PM,S004,P00334,3,66774.55,200323.65,18879.1,Debit Card,C00353,181444.55,66774.55,56637.299999999996,28.272897383808647,High
T002460,2020-09-09,10:24 AM,S001,P00141,3,59301.61,177904.83,143.41,Credit Card,C00280,177761.41999999998,59301.60999999999,430.23,0.24183154555163003,High
T005318,2021-01-24,01:05 PM,S006,P0067,5,61240.23,306201.15,40461.34,Debit Card,C00267,265739.81000000006,61240.23,202306.69999999998,66.06986943060141,High
T00458,2020-12-02,02:25 PM,S003,P00140,3,83518.92,250556.76,13163.37,Mobile Payment,C0041,237393.39,83518.92,39490.11,15.760943747835821,High
T006194,2022-03-18,10:50 AM,S003,P004,3,95297.74,285893.22,8707.15,Cash,C0028,277186.06999999995,95297.73999999999,26121.449999999997,9.136785405404156,High
T001335,2020-03-17,12:34 PM,S002,P00130,5,88510.02,442550.1,68044.61,Credit Card,C00458,374505.49,88510.01999999999,340223.05,76.87786083428746,High
T001893,2020-02-23,07:15 PM,S007,P00119,1,36750.23,36750.23,10065.56,Credit Card,C0078,26684.670000000006,36750.23,10065.56,27.38910749674219,Normal
T001944,2022-12-04,05:10 PM,S007,P0047,2,58956.47,117912.94,27177.68,Cash,C00630,90735.26000000001,58956.47,54355.36,46.097875262884635,High
T006060,2020-09-08,01:50 PM,S007,P00331,1,66751.51,66751.51,14338.2,Credit Card,C00194,52413.31,66751.51,14338.2,21.479963524420647,Normal
T003620,2023-09-07,01:29 PM,S002,P0074,5,66533.52,332667.6,84607.53,Cash,C00152,248060.06999999998,66533.51999999999,423037.65,127.16526947619786,High
T005637,2024-06-24,06:56 PM,S006,P00322,3,64173.02,192519.06,16205.15,Credit Card,C00591,176313.91,64173.02,48615.45,25.252278917214742,High
T00714,2023-06-28,05:42 PM,S001,P00130,3,95939.51,287818.53,31404.55,Credit Card,C00507,256413.98000000004,95939.51000000001,94213.65,32.73369855651754,High
T003791,2024-02-26,04:42 PM,S001,P00248,2,77183.18,154366.36,38103.84,Credit Card,C0057,116262.51999999999,77183.18,76207.68,49.36806179792022,High
T008211,2021-08-07,02:57 PM,S006,P0040,3,75546.57,226639.71,12339.44,Credit Card,C00496,214300.27,75546.56999999999,37018.32,16.33355425666579,High
T00358,2023-07-06,10:10 AM,S006,P0052,4,88278.18,353112.72,83249.83,Credit Card,C00343,269862.88999999996,88278.18,332999.32,94.30397183086467,High
T0076,2023-01-23,11:19 AM,S005,P00285,1,64394.0,64394.0,7493.13,Debit Card,C00340,56900.87,64394.0,7493.13,11.636379165760784,Normal
T006194,2020-09-08,10:22 AM,S005,P00322,4,58805.44,235221.76,58270.84,Mobile Payment,C00633,176950.92,58805.44,233083.36,99.09090043370135,High
T007120,2020-11-27,08:39 PM,S006,P00232,5,30343.96,151719.8,15685.0,Credit Card,C00561,136034.8,30343.96,78425.0,51.69068242905672,High
T0081,2021-12-24,01:05 PM,S006,P00246,2,80563.2,161126.4,11814.27,Credit Card,C00347,149312.13,80563.2,23628.54,14.66459872497617,High
T002061,2021-02-13,03:55 PM,S007,P00288,4,30623.06,122492.24,31632.51,Mobile Payment,C00201,90859.73000000001,30623.06,126530.04,103.29637208038646,High
T008481,2020-12-23,03:40 PM,S008,P00323,5,27045.25,135226.25,16384.27,Credit Card,C00583,118841.98,27045.25,81921.35,60.5809522929165,High
T003449,2020-09-28,12:04 PM,S007,P0092,2,6559.21,13118.42,3785.73,Mobile Payment,C00615,9332.69,6559.21,7571.46,57.71624936539613,Normal
T007894,2020-05-01,05:46 PM,S005,P00249,2,92902.93,185805.86,26084.76,Mobile Payment,C00298,159721.09999999998,92902.93,52169.52,28.077435232667042,High
T003136,2020-04-10,09:00 PM,S003,P005,4,95600.7,382402.8,7338.26,Credit Card,C00458,375064.54,95600.7,29353.04,7.6759479794604015,High
T005996,2021-06-12,09:44 PM,S008,P00369,4,11852.28,47409.12,5684.66,Mobile Payment,C00472,41724.46000000001,11852.28,22738.64,47.962586101577074,Normal
T001363,2023-03-12,08:32 PM,S004,P00208,2,63946.47,127892.94,17905.93,Mobile Payment,C0084,109987.01000000001,63946.47,35811.86,28.0014362012477,High
T006079,2020-03-20,05:55 PM,S002,P00208,5,48161.22,240806.1,29066.34,Debit Card,C00392,211739.76,48161.22,145331.7,60.3521671585562,High
T004429,2020-09-14,10:16 AM,S004,P00248,1,31280.61,31280.61,6399.16,Cash,C00618,24881.45,31280.61,6399.16,20.457273691273922,Normal
T00736,2022-07-25,11:46 AM,S007,P0063,3,78078.39,234235.17,12557.07,Debit Card,C00118,221678.1,78078.39,37671.21,16.08264463445007,High
T007700,2024-05-08,09:45 PM,S007,P0055,1,73905.69,73905.69,19932.21,Credit Card,C00316,53973.48,73905.69,19932.21,26.96979082395415,Normal
T00976,2021-05-03,05:48 PM,S003,P0028,5,99914.87,499574.35,42206.68,Debit Card,C00314,457367.67,99914.87,211033.4,42.24264116041987,High
T004281,2020-05-11,06:13 PM,S008,P00143,2,40295.21,80590.42,1285.09,Cash,C00356,79305.33,40295.21,2570.18,3.1891879952977042,Normal
T00835,2024-02-28,06:33 PM,S003,P0027,3,47619.09,142857.27,31969.27,Debit Card,C0099,110887.99999999999,47619.09,95907.81,67.13540724948756,High
T005846,2022-09-05,07:14 PM,S003,P00306,3,70004.35,210013.05,26027.79,Cash,C00491,183985.25999999998,70004.34999999999,78083.37,37.18024665610066,High
T008692,2024-01-20,12:23 PM,S006,P00147,4,5833.47,23333.88,4936.87,Debit Card,C00276,18397.010000000002,5833.47,19747.48,84.6300743811145,Normal
